run,type,module,name,attrname,attrvalue,value
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,**.wlan[*].mac.qosStation,true,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,**.opMode,"""ac""",
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,**.bandName,"""5 GHz (80 MHz)""",
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,**.numHosts,3,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,**.ap.wlan[*].address,"""10:00:00:00:00:00""",
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,**.host[*].**.mgmt.accessPointAddress,"""10:00:00:00:00:00""",
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,**.arp.typename,GlobalArp,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,**.ap.mobility.initialX,250m,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,**.ap.mobility.initialY,200m,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,**.host[*].mobility.initialY,200m,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,**.host[0].mobility.initialX,260m,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,**.host[1].mobility.initialX,270m,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,**.host[2].mobility.initialX,280m,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,*.server.numApps,3,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,*.server.app[0..2].typename,UdpBasicApp,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,*.server.app[0..2].packetName,"""UdpBasicApp"" + string(index)",
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,*.server.app[0..2].destAddresses,"""host["" + string(index) + ""]""",
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,*.server.app[0..2].messageLength,1400B,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,*.server.app[0..2].sendInterval,0.1ms,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,*.server.app[0..2].startTime,0.2s,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,*.server.app[0..2].stopTime,0.5s,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,*.server.app[*].destPort,80,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,*.host[*].numApps,1,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,*.host[*].app[0].typename,UdpSink,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,*.host[*].app[0].localPort,80,
BaselineHtMcs7-4-20260808-12:40:38-38614,runattr,,,configname,BaselineHtMcs7,
BaselineHtMcs7-4-20260808-12:40:38-38614,runattr,,,datetime,20260808-12:40:38,
BaselineHtMcs7-4-20260808-12:40:38-38614,runattr,,,datetimef,20260808-124038,
BaselineHtMcs7-4-20260808-12:40:38-38614,runattr,,,experiment,BaselineHtMcs7,
BaselineHtMcs7-4-20260808-12:40:38-38614,runattr,,,inifile,/home/user/omnetpp_ws/inet/examples/ieee80211ac/vht_mcs_256qam/omnetpp.ini,
BaselineHtMcs7-4-20260808-12:40:38-38614,runattr,,,iterationvars,,
BaselineHtMcs7-4-20260808-12:40:38-38614,runattr,,,iterationvarsd,,
BaselineHtMcs7-4-20260808-12:40:38-38614,runattr,,,iterationvarsf,,
BaselineHtMcs7-4-20260808-12:40:38-38614,runattr,,,measurement,,
BaselineHtMcs7-4-20260808-12:40:38-38614,runattr,,,network,inet.examples.ieee80211.common.SingleBssNetwork,
BaselineHtMcs7-4-20260808-12:40:38-38614,runattr,,,processid,38614,
BaselineHtMcs7-4-20260808-12:40:38-38614,runattr,,,repetition,4,
BaselineHtMcs7-4-20260808-12:40:38-38614,runattr,,,replication,#4,
BaselineHtMcs7-4-20260808-12:40:38-38614,runattr,,,resultdir,/home/user/omnetpp_ws/inet/examples/ieee80211ac/vht_mcs_256qam/results/20260808T103941Z/BaselineHtMcs7,
BaselineHtMcs7-4-20260808-12:40:38-38614,runattr,,,runnumber,4,
BaselineHtMcs7-4-20260808-12:40:38-38614,runattr,,,seedset,4,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,**.app[*].endToEndDelay*.vector-recording,true,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,**.app[*].packetReceived*.scalar-recording,true,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,**.app[*].packetReceived*.vector-recording,true,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,**.app[*].packetSent*.scalar-recording,true,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,**.app[*].packetSent*.vector-recording,true,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,**.numHosts,3,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,**.packetDropQueueOverflow*.scalar-recording,true,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,**.packetDropRetryLimitReached*.scalar-recording,true,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,**.scalar-recording,false,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,**.vector-recording,false,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,image-path,/home/user/omnetpp_ws/inet/images,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,repeat,5,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,result-dir,/home/user/omnetpp_ws/inet/examples/ieee80211ac/vht_mcs_256qam/results/20260808T103941Z/BaselineHtMcs7,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,seed-set,4,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,description,"HT MCS 7 baseline (64-QAM 5/6 coding rate, 65 Mbps)",
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,extends,Base,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,**.opMode,"""n(mixed-2.4Ghz)""",
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,**.bandName,"""2.4 GHz""",
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,**.wlan[*].mac.hcf.rateSelection.dataFrameBitrate,65Mbps,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,**.wlan[*].mac.hcf.rateSelection.dataFrameBandwidth,20MHz,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,**.wlan[*].mac.hcf.rateSelection.dataFrameNumSpatialStreams,1,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,**.wlan[*].mac.hcf.isBlockAckSupported,true,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,**.wlan[*].mac.hcf.rateControl.typename,,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,**.wlan[*].mac.hcf.rateSelection.mgmtFrameBitrate,6Mbps,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,**.wlan[*].mac.hcf.rateSelection.controlFrameBitrate,6Mbps,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,**.wlan[*].mac.hcf.rateSelection.responseAckFrameBitrate,6Mbps,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,**.wlan[*].mac.hcf.rateSelection.responseBlockAckFrameBitrate,6Mbps,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,network,inet.examples.ieee80211.common.SingleBssNetwork,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,sim-time-limit,1s,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,**.wlan[*].classifier.typename,ExampleQosClassifier,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,**.wlan[*].mac.qosStation,true,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,**.opMode,"""ac""",
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,**.bandName,"""5 GHz (80 MHz)""",
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,**.numHosts,3,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,**.ap.wlan[*].address,"""10:00:00:00:00:00""",
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,**.host[*].**.mgmt.accessPointAddress,"""10:00:00:00:00:00""",
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,**.arp.typename,GlobalArp,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,**.ap.mobility.initialX,250m,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,**.ap.mobility.initialY,200m,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,**.host[*].mobility.initialY,200m,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,**.host[0].mobility.initialX,260m,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,**.host[1].mobility.initialX,270m,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,**.host[2].mobility.initialX,280m,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,*.server.numApps,3,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,*.server.app[0..2].typename,UdpBasicApp,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,*.server.app[0..2].packetName,"""UdpBasicApp"" + string(index)",
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,*.server.app[0..2].destAddresses,"""host["" + string(index) + ""]""",
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,*.server.app[0..2].messageLength,1400B,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,*.server.app[0..2].sendInterval,0.1ms,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,*.server.app[0..2].startTime,0.2s,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,*.server.app[0..2].stopTime,0.5s,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,*.server.app[*].destPort,80,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,*.host[*].numApps,1,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,*.host[*].app[0].typename,UdpSink,
BaselineHtMcs7-4-20260808-12:40:38-38614,config,,,*.host[*].app[0].localPort,80,
VhtMcs7-0-20260808-12:40:38-38588,runattr,,,configname,VhtMcs7,
VhtMcs7-0-20260808-12:40:38-38588,runattr,,,datetime,20260808-12:40:38,
VhtMcs7-0-20260808-12:40:38-38588,runattr,,,datetimef,20260808-124038,
VhtMcs7-0-20260808-12:40:38-38588,runattr,,,experiment,VhtMcs7,
VhtMcs7-0-20260808-12:40:38-38588,runattr,,,inifile,/home/user/omnetpp_ws/inet/examples/ieee80211ac/vht_mcs_256qam/omnetpp.ini,
VhtMcs7-0-20260808-12:40:38-38588,runattr,,,iterationvars,,
VhtMcs7-0-20260808-12:40:38-38588,runattr,,,iterationvarsd,,
VhtMcs7-0-20260808-12:40:38-38588,runattr,,,iterationvarsf,,
VhtMcs7-0-20260808-12:40:38-38588,runattr,,,measurement,,
VhtMcs7-0-20260808-12:40:38-38588,runattr,,,network,inet.examples.ieee80211.common.SingleBssNetwork,
VhtMcs7-0-20260808-12:40:38-38588,runattr,,,processid,38588,
VhtMcs7-0-20260808-12:40:38-38588,runattr,,,repetition,0,
VhtMcs7-0-20260808-12:40:38-38588,runattr,,,replication,#0,
VhtMcs7-0-20260808-12:40:38-38588,runattr,,,resultdir,/home/user/omnetpp_ws/inet/examples/ieee80211ac/vht_mcs_256qam/results/20260808T103941Z/VhtMcs7,
VhtMcs7-0-20260808-12:40:38-38588,runattr,,,runnumber,0,
VhtMcs7-0-20260808-12:40:38-38588,runattr,,,seedset,0,
VhtMcs7-0-20260808-12:40:38-38588,config,,,**.ap*.wlan[*].recordPcap,true,
VhtMcs7-0-20260808-12:40:38-38588,config,,,**.app[*].endToEndDelay*.vector-recording,true,
VhtMcs7-0-20260808-12:40:38-38588,config,,,**.app[*].packetReceived*.scalar-recording,true,
VhtMcs7-0-20260808-12:40:38-38588,config,,,**.app[*].packetReceived*.vector-recording,true,
VhtMcs7-0-20260808-12:40:38-38588,config,,,**.app[*].packetSent*.scalar-recording,true,
VhtMcs7-0-20260808-12:40:38-38588,config,,,**.app[*].packetSent*.vector-recording,true,
VhtMcs7-0-20260808-12:40:38-38588,config,,,**.checksumMode,"""computed""",
VhtMcs7-0-20260808-12:40:38-38588,config,,,**.fcsMode,"""computed""",
VhtMcs7-0-20260808-12:40:38-38588,config,,,**.numHosts,3,
VhtMcs7-0-20260808-12:40:38-38588,config,,,**.packetDropQueueOverflow*.scalar-recording,true,
VhtMcs7-0-20260808-12:40:38-38588,config,,,**.packetDropRetryLimitReached*.scalar-recording,true,
VhtMcs7-0-20260808-12:40:38-38588,config,,,**.scalar-recording,false,
VhtMcs7-0-20260808-12:40:38-38588,config,,,**.vector-recording,false,
VhtMcs7-0-20260808-12:40:38-38588,config,,,**.wlan[*].pcapRecorder[*].fileFormat,"""pcapng""",
VhtMcs7-0-20260808-12:40:38-38588,config,,,**.wlan[*].pcapRecorder[*].moduleNamePatterns,"""mac""",
VhtMcs7-0-20260808-12:40:38-38588,config,,,**.wlan[*].pcapRecorder[*].verbose,false,
VhtMcs7-0-20260808-12:40:38-38588,config,,,image-path,/home/user/omnetpp_ws/inet/images,
VhtMcs7-0-20260808-12:40:38-38588,config,,,repeat,5,
VhtMcs7-0-20260808-12:40:38-38588,config,,,result-dir,/home/user/omnetpp_ws/inet/examples/ieee80211ac/vht_mcs_256qam/results/20260808T103941Z/VhtMcs7,
VhtMcs7-0-20260808-12:40:38-38588,config,,,seed-set,0,
VhtMcs7-0-20260808-12:40:38-38588,config,,,description,"VHT MCS 7 rate in 80 MHz channel (64-QAM 5/6, 325 Mbps)",
VhtMcs7-0-20260808-12:40:38-38588,config,,,extends,Base,
VhtMcs7-0-20260808-12:40:38-38588,config,,,**.wlan[*].mib.vhtShortGi80,true,
VhtMcs7-0-20260808-12:40:38-38588,config,,,**.wlan[*].mac.hcf.rateSelection.dataFrameBitrate,325Mbps,
VhtMcs7-0-20260808-12:40:38-38588,config,,,**.wlan[*].mac.hcf.rateSelection.dataFrameBandwidth,80MHz,
VhtMcs7-0-20260808-12:40:38-38588,config,,,**.wlan[*].mac.hcf.rateSelection.dataFrameNumSpatialStreams,1,
VhtMcs7-0-20260808-12:40:38-38588,config,,,**.wlan[*].mac.hcf.isBlockAckSupported,true,
VhtMcs7-0-20260808-12:40:38-38588,config,,,**.wlan[*].mac.hcf.rateControl.typename,,
VhtMcs7-0-20260808-12:40:38-38588,config,,,**.wlan[*].mac.hcf.rateSelection.mgmtFrameBitrate,6Mbps,
VhtMcs7-0-20260808-12:40:38-38588,config,,,**.wlan[*].mac.hcf.rateSelection.controlFrameBitrate,6Mbps,
VhtMcs7-0-20260808-12:40:38-38588,config,,,**.wlan[*].mac.hcf.rateSelection.responseAckFrameBitrate,6Mbps,
VhtMcs7-0-20260808-12:40:38-38588,config,,,**.wlan[*].mac.hcf.rateSelection.responseBlockAckFrameBitrate,6Mbps,
VhtMcs7-0-20260808-12:40:38-38588,config,,,network,inet.examples.ieee80211.common.SingleBssNetwork,
VhtMcs7-0-20260808-12:40:38-38588,config,,,sim-time-limit,1s,
VhtMcs7-0-20260808-12:40:38-38588,config,,,**.wlan[*].classifier.typename,ExampleQosClassifier,
VhtMcs7-0-20260808-12:40:38-38588,config,,,**.wlan[*].mac.qosStation,true,
VhtMcs7-0-20260808-12:40:38-38588,config,,,**.opMode,"""ac""",
VhtMcs7-0-20260808-12:40:38-38588,config,,,**.bandName,"""5 GHz (80 MHz)""",
VhtMcs7-0-20260808-12:40:38-38588,config,,,**.numHosts,3,
VhtMcs7-0-20260808-12:40:38-38588,config,,,**.ap.wlan[*].address,"""10:00:00:00:00:00""",
VhtMcs7-0-20260808-12:40:38-38588,config,,,**.host[*].**.mgmt.accessPointAddress,"""10:00:00:00:00:00""",
VhtMcs7-0-20260808-12:40:38-38588,config,,,**.arp.typename,GlobalArp,
VhtMcs7-0-20260808-12:40:38-38588,config,,,**.ap.mobility.initialX,250m,
VhtMcs7-0-20260808-12:40:38-38588,config,,,**.ap.mobility.initialY,200m,
VhtMcs7-0-20260808-12:40:38-38588,config,,,**.host[*].mobility.initialY,200m,
VhtMcs7-0-20260808-12:40:38-38588,config,,,**.host[0].mobility.initialX,260m,
VhtMcs7-0-20260808-12:40:38-38588,config,,,**.host[1].mobility.initialX,270m,
VhtMcs7-0-20260808-12:40:38-38588,config,,,**.host[2].mobility.initialX,280m,
VhtMcs7-0-20260808-12:40:38-38588,config,,,*.server.numApps,3,
VhtMcs7-0-20260808-12:40:38-38588,config,,,*.server.app[0..2].typename,UdpBasicApp,
VhtMcs7-0-20260808-12:40:38-38588,config,,,*.server.app[0..2].packetName,"""UdpBasicApp"" + string(index)",
VhtMcs7-0-20260808-12:40:38-38588,config,,,*.server.app[0..2].destAddresses,"""host["" + string(index) + ""]""",
VhtMcs7-0-20260808-12:40:38-38588,config,,,*.server.app[0..2].messageLength,1400B,
VhtMcs7-0-20260808-12:40:38-38588,config,,,*.server.app[0..2].sendInterval,0.1ms,
VhtMcs7-0-20260808-12:40:38-38588,config,,,*.server.app[0..2].startTime,0.2s,
VhtMcs7-0-20260808-12:40:38-38588,config,,,*.server.app[0..2].stopTime,0.5s,
VhtMcs7-0-20260808-12:40:38-38588,config,,,*.server.app[*].destPort,80,
VhtMcs7-0-20260808-12:40:38-38588,config,,,*.host[*].numApps,1,
VhtMcs7-0-20260808-12:40:38-38588,config,,,*.host[*].app[0].typename,UdpSink,
VhtMcs7-0-20260808-12:40:38-38588,config,,,*.host[*].app[0].localPort,80,
VhtMcs7-1-20260808-12:40:38-38601,runattr,,,configname,VhtMcs7,
VhtMcs7-1-20260808-12:40:38-38601,runattr,,,datetime,20260808-12:40:38,
VhtMcs7-1-20260808-12:40:38-38601,runattr,,,datetimef,20260808-124038,
VhtMcs7-1-20260808-12:40:38-38601,runattr,,,experiment,VhtMcs7,
VhtMcs7-1-20260808-12:40:38-38601,runattr,,,inifile,/home/user/omnetpp_ws/inet/examples/ieee80211ac/vht_mcs_256qam/omnetpp.ini,
VhtMcs7-1-20260808-12:40:38-38601,runattr,,,iterationvars,,
VhtMcs7-1-20260808-12:40:38-38601,runattr,,,iterationvarsd,,
VhtMcs7-1-20260808-12:40:38-38601,runattr,,,iterationvarsf,,
VhtMcs7-1-20260808-12:40:38-38601,runattr,,,measurement,,
VhtMcs7-1-20260808-12:40:38-38601,runattr,,,network,inet.examples.ieee80211.common.SingleBssNetwork,
VhtMcs7-1-20260808-12:40:38-38601,runattr,,,processid,38601,
VhtMcs7-1-20260808-12:40:38-38601,runattr,,,repetition,1,
VhtMcs7-1-20260808-12:40:38-38601,runattr,,,replication,#1,
VhtMcs7-1-20260808-12:40:38-38601,runattr,,,resultdir,/home/user/omnetpp_ws/inet/examples/ieee80211ac/vht_mcs_256qam/results/20260808T103941Z/VhtMcs7,
VhtMcs7-1-20260808-12:40:38-38601,runattr,,,runnumber,1,
VhtMcs7-1-20260808-12:40:38-38601,runattr,,,seedset,1,
VhtMcs7-1-20260808-12:40:38-38601,config,,,**.app[*].endToEndDelay*.vector-recording,true,
VhtMcs7-1-20260808-12:40:38-38601,config,,,**.app[*].packetReceived*.scalar-recording,true,
VhtMcs7-1-20260808-12:40:38-38601,config,,,**.app[*].packetReceived*.vector-recording,true,
VhtMcs7-1-20260808-12:40:38-38601,config,,,**.app[*].packetSent*.scalar-recording,true,
VhtMcs7-1-20260808-12:40:38-38601,config,,,**.app[*].packetSent*.vector-recording,true,
VhtMcs7-1-20260808-12:40:38-38601,config,,,**.numHosts,3,
VhtMcs7-1-20260808-12:40:38-38601,config,,,**.packetDropQueueOverflow*.scalar-recording,true,
VhtMcs7-1-20260808-12:40:38-38601,config,,,**.packetDropRetryLimitReached*.scalar-recording,true,
VhtMcs7-1-20260808-12:40:38-38601,config,,,**.scalar-recording,false,
VhtMcs7-1-20260808-12:40:38-38601,config,,,**.vector-recording,false,
VhtMcs7-1-20260808-12:40:38-38601,config,,,image-path,/home/user/omnetpp_ws/inet/images,
VhtMcs7-1-20260808-12:40:38-38601,config,,,repeat,5,
VhtMcs7-1-20260808-12:40:38-38601,config,,,result-dir,/home/user/omnetpp_ws/inet/examples/ieee80211ac/vht_mcs_256qam/results/20260808T103941Z/VhtMcs7,
VhtMcs7-1-20260808-12:40:38-38601,config,,,seed-set,1,
VhtMcs7-1-20260808-12:40:38-38601,config,,,description,"VHT MCS 7 rate in 80 MHz channel (64-QAM 5/6, 325 Mbps)",
VhtMcs7-1-20260808-12:40:38-38601,config,,,extends,Base,
VhtMcs7-1-20260808-12:40:38-38601,config,,,**.wlan[*].mib.vhtShortGi80,true,
VhtMcs7-1-20260808-12:40:38-38601,config,,,**.wlan[*].mac.hcf.rateSelection.dataFrameBitrate,325Mbps,
VhtMcs7-1-20260808-12:40:38-38601,config,,,**.wlan[*].mac.hcf.rateSelection.dataFrameBandwidth,80MHz,
VhtMcs7-1-20260808-12:40:38-38601,config,,,**.wlan[*].mac.hcf.rateSelection.dataFrameNumSpatialStreams,1,
VhtMcs7-1-20260808-12:40:38-38601,config,,,**.wlan[*].mac.hcf.isBlockAckSupported,true,
VhtMcs7-1-20260808-12:40:38-38601,config,,,**.wlan[*].mac.hcf.rateControl.typename,,
VhtMcs7-1-20260808-12:40:38-38601,config,,,**.wlan[*].mac.hcf.rateSelection.mgmtFrameBitrate,6Mbps,
VhtMcs7-1-20260808-12:40:38-38601,config,,,**.wlan[*].mac.hcf.rateSelection.controlFrameBitrate,6Mbps,
VhtMcs7-1-20260808-12:40:38-38601,config,,,**.wlan[*].mac.hcf.rateSelection.responseAckFrameBitrate,6Mbps,
VhtMcs7-1-20260808-12:40:38-38601,config,,,**.wlan[*].mac.hcf.rateSelection.responseBlockAckFrameBitrate,6Mbps,
VhtMcs7-1-20260808-12:40:38-38601,config,,,network,inet.examples.ieee80211.common.SingleBssNetwork,
VhtMcs7-1-20260808-12:40:38-38601,config,,,sim-time-limit,1s,
VhtMcs7-1-20260808-12:40:38-38601,config,,,**.wlan[*].classifier.typename,ExampleQosClassifier,
VhtMcs7-1-20260808-12:40:38-38601,config,,,**.wlan[*].mac.qosStation,true,
VhtMcs7-1-20260808-12:40:38-38601,config,,,**.opMode,"""ac""",
VhtMcs7-1-20260808-12:40:38-38601,config,,,**.bandName,"""5 GHz (80 MHz)""",
VhtMcs7-1-20260808-12:40:38-38601,config,,,**.numHosts,3,
VhtMcs7-1-20260808-12:40:38-38601,config,,,**.ap.wlan[*].address,"""10:00:00:00:00:00""",
VhtMcs7-1-20260808-12:40:38-38601,config,,,**.host[*].**.mgmt.accessPointAddress,"""10:00:00:00:00:00""",
VhtMcs7-1-20260808-12:40:38-38601,config,,,**.arp.typename,GlobalArp,
VhtMcs7-1-20260808-12:40:38-38601,config,,,**.ap.mobility.initialX,250m,
VhtMcs7-1-20260808-12:40:38-38601,config,,,**.ap.mobility.initialY,200m,
VhtMcs7-1-20260808-12:40:38-38601,config,,,**.host[*].mobility.initialY,200m,
VhtMcs7-1-20260808-12:40:38-38601,config,,,**.host[0].mobility.initialX,260m,
VhtMcs7-1-20260808-12:40:38-38601,config,,,**.host[1].mobility.initialX,270m,
VhtMcs7-1-20260808-12:40:38-38601,config,,,**.host[2].mobility.initialX,280m,
VhtMcs7-1-20260808-12:40:38-38601,config,,,*.server.numApps,3,
VhtMcs7-1-20260808-12:40:38-38601,config,,,*.server.app[0..2].typename,UdpBasicApp,
VhtMcs7-1-20260808-12:40:38-38601,config,,,*.server.app[0..2].packetName,"""UdpBasicApp"" + string(index)",
VhtMcs7-1-20260808-12:40:38-38601,config,,,*.server.app[0..2].destAddresses,"""host["" + string(index) + ""]""",
VhtMcs7-1-20260808-12:40:38-38601,config,,,*.server.app[0..2].messageLength,1400B,
VhtMcs7-1-20260808-12:40:38-38601,config,,,*.server.app[0..2].sendInterval,0.1ms,
VhtMcs7-1-20260808-12:40:38-38601,config,,,*.server.app[0..2].startTime,0.2s,
VhtMcs7-1-20260808-12:40:38-38601,config,,,*.server.app[0..2].stopTime,0.5s,
VhtMcs7-1-20260808-12:40:38-38601,config,,,*.server.app[*].destPort,80,
VhtMcs7-1-20260808-12:40:38-38601,config,,,*.host[*].numApps,1,
VhtMcs7-1-20260808-12:40:38-38601,config,,,*.host[*].app[0].typename,UdpSink,
VhtMcs7-1-20260808-12:40:38-38601,config,,,*.host[*].app[0].localPort,80,
VhtMcs7-2-20260808-12:40:38-38605,runattr,,,configname,VhtMcs7,
VhtMcs7-2-20260808-12:40:38-38605,runattr,,,datetime,20260808-12:40:38,
VhtMcs7-2-20260808-12:40:38-38605,runattr,,,datetimef,20260808-124038,
VhtMcs7-2-20260808-12:40:38-38605,runattr,,,experiment,VhtMcs7,
VhtMcs7-2-20260808-12:40:38-38605,runattr,,,inifile,/home/user/omnetpp_ws/inet/examples/ieee80211ac/vht_mcs_256qam/omnetpp.ini,
VhtMcs7-2-20260808-12:40:38-38605,runattr,,,iterationvars,,
VhtMcs7-2-20260808-12:40:38-38605,runattr,,,iterationvarsd,,
VhtMcs7-2-20260808-12:40:38-38605,runattr,,,iterationvarsf,,
VhtMcs7-2-20260808-12:40:38-38605,runattr,,,measurement,,
VhtMcs7-2-20260808-12:40:38-38605,runattr,,,network,inet.examples.ieee80211.common.SingleBssNetwork,
